Month,Year,Date,American Canyon,American Canyon,American Canyon,American Canyon,American Canyon,Benicia,Benicia,Benicia,Benicia,Benicia,Burlingame,Burlingame,Burlingame,Burlingame,Burlingame,CCCSD,CCCSD,CCCSD,CCCSD,CCCSD,CMSA,CMSA,CMSA,CMSA,CMSA,Port Costa,Port Costa,Port Costa,Port Costa,Port Costa,Delta Diablo,Delta Diablo,Delta Diablo,Delta Diablo,Delta Diablo,EBDA,EBDA,EBDA,EBDA,EBDA,EBMUD,EBMUD,EBMUD,EBMUD,EBMUD,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Las Gallinas,Las Gallinas,Las Gallinas,Las Gallinas,Las Gallinas,Paradise Cove,Paradise Cove,Paradise Cove,Paradise Cove,Paradise Cove,Tiburon,Tiburon,Tiburon,Tiburon,Tiburon,Millbrae,Millbrae,Millbrae,Millbrae,Millbrae,Mt View,Mt View,Mt View,Mt View,Mt View,Napa,Napa,Napa,Napa,Napa,Novato,Novato,Novato,Novato,Novato,Palo Alto,Palo Alto,Palo Alto,Palo Alto,Palo Alto,Petaluma,Petaluma,Petaluma,Petaluma,Petaluma,Pinole,Pinole,Pinole,Pinole,Pinole,Rodeo,Rodeo,Rodeo,Rodeo,Rodeo,SFO Airport,SFO Airport,SFO Airport,SFO Airport,SFO Airport,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,San Jose,San Jose,San Jose,San Jose,San Jose,San Mateo,San Mateo,San Mateo,San Mateo,San Mateo,SMCSD,SMCSD,SMCSD,SMCSD,SMCSD,SASM,SASM,SASM,SASM,SASM,SVCW,SVCW,SVCW,SVCW,SVCW,Sonoma Valley,Sonoma Valley,Sonoma Valley,Sonoma Valley,Sonoma Valley,South SF,South SF,South SF,South SF,South SF,Sunnyvale,Sunnyvale,Sunnyvale,Sunnyvale,Sunnyvale,Treasure Island,Treasure Island,Treasure Island,Treasure Island,Treasure Island,Vallejo,Vallejo,Vallejo,Vallejo,Vallejo,West County,West County,West County,West County,West County
6,2016,6/1/2016,1.095,0.7461,23.2121,23.9582,22.7976,1.852,222.5016,32.1948,254.6964,18.6015,2.489,203.9914,63.2086,267.2,4.597,30.4513,3538.2775,120.2602,3658.5376,130.4811,5.7613,912.7405,26.7813,939.5218,91.9512,0.0359,,,,,5.6167,920.7039,64.4464,985.1504,29.0529,53.45,6481.8756,844.9634,7326.839,545.1536,45.0333,8732.5393,400.4953,9133.0346,905.4677,9.8557,1.0056,634.4936,635.4992,164.4847,0,0,0,0,0,0.0137,1.3484,0.1805,1.5288,0.223,0.559,55.017,7.5966,62.6136,9.2048,1.411,317.1408,0.7525,317.8933,13.9757,1.2625,1.3867,128.7793,130.166,16.2167,0,0,0,0,0,0,0,0,0,0,21.835,13.598,2479.6641,2493.2621,464.5208,0,0,0,0,0,2.2008,376.8487,3.3589,380.2076,13.927,0.5202,14.8183,0.6915,15.5098,8.6934,0.9127,177.5163,10.9966,188.5129,3.1419,54.97,9070.178,856.4524,9926.6304,294.9035,74.104,163.2829,4573.7837,4737.0666,272.08,9.2684,1414.1121,33.138,1447.2501,139.2369,1.0777,52.6592,90.683,143.3422,19.2488,1.7953,95.4678,154.2172,249.685,47.7339,12.6023,2351.0703,23.6256,2374.6959,157.8625,0,0,0,0,0,7.4442,664.8453,438.4,1103.2454,157.7297,7.4379,4.6861,303.1702,307.8564,165.5685,0.2888,4.4535,11.8806,16.3342,4.6043,8.5573,685.6233,196.887,882.5103,154.5806,8.71,959.6746,87.9632,1047.6378,65.9549
7,2016,7/1/2016,0.9894,0.4622,39.2868,39.749,20.3367,1.8013,140.5424,66.7745,207.3169,27.9363,2.4597,323.0612,17.4136,340.4748,3.5575,28.9613,3176.049,283.0974,3459.1465,80.0271,5.5065,879.1592,55.7022,934.8613,87.897,0.0097,,,,,5.5065,592.9072,59.904,652.8112,21.6336,51.2484,6646.3864,762.512,7408.8984,562.0183,44.5806,8652.9197,628.7549,9281.6746,905.657,9.6489,1.0368,656.6363,657.6731,172.7959,0,0,0,0,0,0.011,,,,,0.55,,,,,1.3732,268.8391,0.492,269.3311,11.6666,1.1899,1.5213,111.8586,113.3798,20.582,0,0,0,0,0,0,0,0,0,0,20.3961,12.0537,2428.0691,2440.1228,440.9347,0,0,0,0,0,2.1688,313.1983,16.0615,329.2598,15.2584,0.5139,0.8693,27.6608,28.5301,11.4595,1.2597,243.7419,17.1509,260.8928,5.3374,53.1097,9933.8927,591.2511,10525.1438,283.7403,70.2958,161.4291,4109.7342,4271.1633,264.9408,9.01,1401.2737,44.3935,1445.6672,145.6679,1.0832,51.125,79.448,130.573,18.4576,1.7645,12.6584,133.2461,145.9045,43.9712,12.0806,1996.4313,61.0322,2057.4635,205.8198,0,0,0,0,0,7.3116,589.9828,177.7353,767.7181,163.7748,8.4517,28.3048,296.0252,324.33,191.6823,0.2605,2.6487,4.5073,7.156,4.5073,8.3245,700.7424,91.8206,792.563,122.4425,8.3497,846.264,85.9854,932.2494,78.2442
8,2016,8/1/2016,0.9578,1.743,16.6724,18.4154,10.9886,1.7887,165.2159,39.0805,204.2964,20.8878,2.5355,94.635,0.1855,94.8205,26.4978,29.1129,3405.2701,159.2064,3564.4765,114.9771,5.6677,1018.0985,63.7821,1081.8806,102.0922,0.0096,,,,,5.1129,698.853,102.3635,801.2165,16.2394,51.0226,6307.1578,608.3138,6915.4716,520.3411,45.2258,8399.0455,458.0334,8857.0789,866.0995,9.8762,0.9103,551.7599,552.6702,161.3038,0,0,0,0,0,0.014,,,,,0.557,,,,,1.3961,283.7914,0.5097,284.3011,9.8458,1.2113,0.7153,103.2292,103.9445,18.3293,0,0,0,0,0,0,0,0,0,0,22.011,8.8882,2885.4401,2894.3283,465.068,0,0,0,0,0,2.1962,323.679,10.7893,334.4683,14.3857,0.5238,10.5318,25.8326,36.3644,7.3524,1.1801,252.7436,7.7949,260.5385,4.7242,54.5742,10935.4528,388.1738,11323.6266,450.4153,74.7058,159.4365,3970.9262,4130.3627,393.7533,9.1606,1462.847,46.7398,1509.5869,142.685,1.1394,64.8136,83.082,147.8956,18.3138,1.7252,46.6361,119.9215,166.5576,38.6414,11.9042,2704.7516,23.0576,2727.8092,209.026,0,0,0,0,0,7.4222,790.6322,149.3066,939.9388,139.8597,8.9888,19.9806,266.7071,286.6877,183.2459,0.2739,4.5475,7.419,11.9665,4.5475,8.2281,759.9161,91.1038,851.0199,58.4373,8.6419,735.5411,133.7704,869.3114,81.229
9,2016,9/1/2016,0.927,2.2159,14.8664,17.0823,7.8539,1.7543,212.0455,41.0186,253.0641,11.0685,2.717,293.6032,23.1292,316.7324,15.8419,28.923,3656.4558,178.2469,3834.7027,92.7186,5.4167,886.7016,52.5262,939.2278,90.0168,0.0086,,,,,6.7633,1138.0048,89.8503,1227.8551,36.4155,53.2933,7043.2288,916.275,7959.5038,552.4413,44.9667,8495.9518,309.0779,8805.0297,851.5257,9.6032,1.3325,481.8227,483.1553,150.1547,0,0,0,0,0,0.013,,,,,0.536,,,,,1.401,260.8141,0.935,261.7491,9.3499,1.1282,1.4441,95.1763,96.6204,13.1278,0,0,0,0,0,0,0,0,0,0,21.016,21.1393,2428.5044,2449.6437,428.9415,0,0,0,0,0,2.1533,260.2296,11.04,271.2696,18.1372,0.5202,0.5269,30.7342,31.2611,9.2203,0.9343,212.2814,14.5393,226.8208,4.2245,53.28,8029.0227,723.3237,8752.3464,273.1355,74.0667,155.7437,4289.4591,4445.2028,766.3679,8.957,1007.6053,136.0198,1143.6252,111.4365,1.103,43.727,94.2943,138.0214,21.6676,1.6763,48.2639,141.574,189.8378,43.7592,12.57,2471.2908,60.92,2532.2108,198.9228,0,0,0,0,0,7.3484,867.5044,72.96,940.4643,190.5377,7.215,15.9655,273.2864,289.2519,165.1807,0.2599,3.7066,7.0921,10.7986,3.8233,8.0413,666.8739,145.1088,811.9827,125.5579,9.1233,692.5011,126.0898,818.5909,78.9029
10,2016,10/1/2016,1.2405,0.8249,13.7486,14.5735,18.5606,1.8497,199.4906,26.3842,225.8748,12.2268,2.8923,160.828,58.4829,219.3109,3.5262,31.8419,3670.7078,276.9323,3947.6401,93.8521,7.0548,879.5831,119.5051,999.0882,97.6822,0.0132,,,,,7.829,1044.4171,59.9607,1104.3778,30.2453,55.3065,5604.5623,802.3723,6406.9346,527.0602,50.5806,8744.274,339.5504,9083.8244,582.5731,11.7297,1.7595,564.5697,566.3292,151.7756,0,0,0,0,0,0.0139,0.0818,1.4318,1.5136,0.2998,0.5792,37.7594,7.4128,45.1721,8.943,1.6345,259.2999,1.4002,260.7001,9.3348,1.1546,0.5546,76.7906,77.3452,16.2114,0,0,0,0,0,1.0452,1.1895,4.0067,5.1962,0.1816,22.1155,9.672,2867.6676,2877.3396,481.9738,6.3084,2.3526,0.4064,2.759,12.1196,2.2843,311.6187,7.5108,319.1295,19.9756,0.5525,0.6848,22.2104,22.8952,9.8096,1.1816,75.7004,12.6932,88.3936,6.8819,66.0933,9442.0746,776.6732,10218.7479,203.5932,80.7187,170.5622,5580.6784,5751.2406,857.3939,10.0584,1110.3922,53.9022,1164.2944,103.0973,1.1481,47.6218,78.3805,126.0023,17.7611,2.019,15.081,113.1078,128.1888,37.0742,14.4158,2404.4028,32.6351,2437.0379,239.4095,0,0,0,0,0,7.9492,939.9327,53.3403,993.273,171.4415,13.0268,68.1183,872.1234,940.2417,413.2127,0.2748,2.4507,9.7043,12.1549,4.0746,8.5497,702.9925,101.5568,804.5493,113.562,9.4184,572.0875,210.4096,782.4971,119.577
11,2016,11/1/2016,1.4587,0.4383,28.4927,28.9311,21.0408,1.839,83.1274,51.2619,134.3893,11.7764,2.8703,332.9411,20.1217,353.0627,10.372,33.0967,3570.2961,402.318,3972.6141,75.1469,9.5567,566.8561,189.3457,756.2018,97.0766,0.0142,,,,,9.5867,1296.3481,43.5047,1339.8527,49.513,64.54,8167.2781,1037.4267,9204.7048,735.5221,51.8,8715.8835,554.3718,9270.2553,600.1752,13.3084,2.5247,604.2596,606.7843,146.9295,3.6883,43.625,202,245.625,48,0.014,,,,,0.628,,,,,1.5493,274.5172,1.4566,275.9738,8.4036,1.0901,0.8611,105.6808,106.5419,12.9165,14.2033,108.5713,210,318.5713,167.7699,4.8353,6.0097,153.5812,159.5909,3.5057,22.2437,8.1245,2986.8888,2995.0133,469.629,5.1033,4.9218,0.6861,5.6078,26.8461,2.3061,165.8868,67.1447,233.0315,26.8579,0.5678,29.2391,17.9333,47.1725,5.6529,1.1581,137.3911,18.7392,156.1303,2.5676,58.6385,8442.6723,263.1402,8705.8124,168.6555,84.567,169.3948,5400.581,5569.9757,287.1373,9.6737,1138.3133,51.612,1189.9253,107.7098,1.2443,54.646,63.5152,118.1613,11.712,2.486,47.7339,139.5298,187.2637,46.9995,14.1293,2634.8958,32.0779,2666.9737,241.5218,0,0,0,0,0,8.0065,951.4978,34.1288,985.6265,140.4497,9.5103,13.2186,630.772,643.9906,232.8771,0.3383,4.5797,10.9655,15.5453,3.4617,8.9023,722.4319,88.3942,810.8261,105.978,9.2533,530.9402,307.6622,838.6024,96.6659
12,2016,12/1/2016,1.7764,0.9407,12.2287,13.1694,51.737,2.1542,153.9144,121.5113,275.4257,7.5337,3.8258,894.3008,6.2459,900.5467,53.942,38.8129,3906.9195,284.226,4191.1455,117.4167,15.5868,1121.6594,154.2518,1275.9113,69.036,0.0116,0.746,0.7021,1.4482,,8.5032,1268.6768,36.6752,1305.352,37.8919,70.8613,9142.9523,1596.9846,10739.9369,845.0527,68.8387,10670.4748,494.3732,11164.848,422.0721,16.3655,2.1511,885.2745,887.4256,174.1839,4.5371,81,168,249,46,0.016,,,,,0.904,,,,,2.0542,186.1281,3.5534,189.6815,10.1524,1.2373,1.8124,181.245,183.0574,21.7494,11.5374,0.7776,311.2314,312.009,41.1402,5.9926,14.7282,269.6719,284.4001,6.2232,20.8871,3.863,2329.3837,2333.2467,389.8924,5.7706,2.2576,13.2232,15.4808,19.351,2.8178,498.4709,85.737,584.2079,53.8349,0.6742,6.003,27.7062,33.7092,12.006,1.2958,140.7563,11.0655,151.8218,5.0876,58.9304,7952.3872,287.433,8239.8202,245.7529,86.2332,171.984,6635.3673,6807.3513,716.2503,12.7458,1400.7305,24.4959,1425.2264,136.9028,1.7148,48.9023,100.5985,149.5008,10.7808,3.8639,67.2514,114.4705,181.7219,44.3573,15.94,2909.0799,115.3512,3024.4311,343.6992,1.4226,0.5385,96.9307,97.4692,24.2327,9.9151,1260.4754,25.5008,1285.9762,197.324,12.5116,434.3673,1404.4903,1838.8576,380.0214,0.3418,6.0953,3.8536,9.9489,3.7255,11.5261,696.227,204.605,900.832,229.206,13.9171,968.4567,725.0252,1693.482,126.826
1,2017,1/1/2017,3.2914,1.5925,39.8129,41.4055,22.2952,4.1632,130.6531,108.5085,239.1616,28.788,5.8226,352.7993,82.0258,434.8251,3.3516,67.3065,4144.2488,475.0975,4619.3464,219.1462,28.5502,1469.5011,163.2257,1632.7268,75.8386,0.0702,,,,,10.6581,1185.8144,41.1473,1226.9617,33.5235,95.3129,9287.8953,819.1738,10107.0691,803.1672,112.1935,9285.1887,953.1637,10238.3525,393.3977,29.8092,4.7693,1050.9595,1055.7288,209.6496,7.7703,121.3333,178,299.3333,39,0.022,,,,,1.479,,,,,3.07,333.0773,9.5165,342.5938,12.6887,2.4433,2.5239,204.317,206.8409,18.028,17.0723,43.4537,330.2782,373.7319,50.3297,12.7248,122.8741,153.5926,276.4667,19.6599,30.2494,11.5313,2996.2387,3007.77,388.4789,10.7226,8.1878,40.9391,49.1269,43.6684,4.8947,295.1817,179.7925,474.9742,20.9311,1.5886,19.1294,83.5652,102.6946,14.0953,1.4981,130.9559,35.4643,166.4202,49.5509,71.6,8129.0329,828.4178,8957.4507,309.8785,109.1461,195.5541,7511.9594,7707.5135,502.3343,20.5026,1405.4887,124.4159,1529.9046,118.3562,2.6258,30.5332,75.4839,106.0171,10.6597,6.4577,25.6614,159.4789,185.1403,26.0965,25.0555,1858.1494,114.674,1972.8234,186.8057,7.7761,2.9436,500.4079,503.3515,100.0816,14.1759,1421.0622,44.8559,1465.9181,70.8404,16.1935,310.2968,1479.3495,1789.6463,217.176,0.6476,4.5216,3.5168,8.0384,4.1029,24.4768,646.3949,165.926,812.3209,139.6169,25.9442,536.4745,902.6741,1439.1485,128.2917
2,2017,2/1/2017,3.3399,13.0604,140.6503,153.7107,29.1347,4.3643,269.8233,76.0411,345.8644,39.247,6.0486,251.0856,79.6524,330.738,97.4362,77.1107,3889.2219,574.0004,4463.2223,278.4345,32.1157,998.8026,141.0996,1139.9022,94.42,0.1068,,,,,14.1286,1715.7956,18.8702,1734.6659,62.3645,103.0321,7561.3996,1601.3945,9162.7941,671.9464,118,9672.1512,669.2587,10341.41,694.6209,31.1355,5.5963,815.2805,820.8769,179.3617,7.4521,64.8571,212,276.8571,38,0.021,,,,,1.506,,,,,3.1318,308.6615,5.6588,314.3203,9.2598,2.6625,15.134,227.0104,242.1445,25.7278,25.6654,371.7021,370.9115,742.6135,102.7322,12.5914,223.4294,271.3072,494.7366,54.2614,34.6643,27.0402,3118.4504,3145.4906,401.6222,12.5268,6.7304,76.9193,83.6498,100.9566,5.1119,165.6957,126.1836,291.8793,17.8441,1.6516,18.7554,60.9552,79.7106,15.2388,1.5146,128.1244,20.6698,148.7942,8.4944,79.5733,9740.3642,686.0205,10426.3846,376.7987,120.0786,190.2347,7015.2776,7205.5123,431.9143,20.8611,1549.265,181.6954,1730.9605,132.7941,2.7296,26.5377,90.4695,117.0072,24.2871,6.3814,28.5268,166.4062,194.933,33.2812,22.611,1433.8912,72.142,1506.0332,149.3516,9.2718,2.964,168.9462,171.9102,50.3875,13.9236,1202.7108,24.9239,1227.6347,101.0615,15.9593,29.0041,1177.9256,1206.9297,204.9885,0.6675,10.9928,14.0708,25.0636,7.182,24.4482,931.281,178.4252,1109.7062,193.4737,27.6721,935.3156,413.9978,1349.3134,58.2834
3,2017,3/1/2017,2.3086,0.9376,49.6951,50.6328,22.5034,2.951,184.1219,28.769,212.8909,16.1107,4.1119,261.3062,1.9192,263.2254,36.9077,55.3548,4100.335,397.3714,4497.7064,124.4528,15.8319,1067.4828,63.6856,1131.1684,82.8435,0.0503,,,,,12.129,1812.8227,22.5267,1835.3494,68.3643,85.5387,8362.2767,1544.8974,9907.1741,687.0312,80,9080.6068,639.7326,9720.3394,438.3493,20.9431,3.2423,652.6747,655.917,190.3157,4.4806,50.7778,206,256.7778,41,0.014,,,,,0.876,,,,,2.07,332.0553,0.4402,332.4955,10.8111,1.7967,3.0347,165.528,168.5627,4.3451,23.4123,517.3665,311.3783,828.7448,209.1172,6.411,5.7379,198.6199,204.3578,30.8964,28.0277,13.5583,2934.6881,2948.2464,434.6841,6.5742,3.8236,32.3538,36.1774,70.5901,3.31,329.5319,117.1669,446.6989,29.2917,0.9504,3.0394,35.9197,38.959,9.1181,1.2742,117.302,12.0997,129.4016,2.3091,67.908,13545.4104,236.296,13781.7064,370.4392,104.5468,156.5282,7082.5349,7239.0631,327.465,13.6268,1370.2997,161.5344,1531.834,137.2889,1.6942,34.3969,80.7017,115.0986,10.425,3.24,10.6502,162.8858,173.536,31.3242,18.9665,3391.1884,80.6061,3471.7946,190.176,4.2929,1.542,8.481,10.023,38.55,9.7256,1141.1408,11.9422,1153.083,58.8592,16.8197,15.7974,1122.7656,1138.563,196.3686,0.4662,7.8091,17.9355,25.7446,3.6309,15.5271,1028.3389,16.8356,1045.1744,156.5036,14.08,670.5363,536.1546,1206.6909,100.0557
4,2017,4/1/2017,2.2392,1.1845,69.8826,71.0671,49.747,2.5627,111.4043,173.2956,284.6999,37.1348,3.6397,524.6564,14.3088,538.9653,54.0555,49.0833,3763.5582,454.3149,4217.8731,81.1953,14.771,891.6699,243.0227,1134.6926,113.9405,0.0294,1.1138,1.5593,2.6731,0.4789,11.67,2102.4112,19.51,2121.9211,80.2126,77.0833,8443.1076,1224.3119,9667.4195,766.7706,70.7333,9837.119,463.1437,10300.2627,112.3317,19.3669,2.8295,984.1661,986.9957,252.1909,4.3573,43.25,246,289.25,42,0.014,,,,,0.735,,,,,1.8373,357.7203,0.8744,358.5947,6.9954,1.704,1.4461,138.3261,139.7722,6.9163,15.4483,194.4579,333.306,527.7639,133.7942,5.9707,23.4093,428.6208,452.0301,27.3658,25.5637,4.2044,2802.9373,2807.1417,427.3949,8.58,2.5139,0.8409,3.3547,23.4051,3.1973,185.7708,132.6934,318.4642,21.2309,0.9096,4.542,41.635,46.177,7.9485,1.317,132.3565,20.7989,153.1554,11.2426,67.4556,9521.7195,458.2965,9980.0159,328.0333,98.6793,158.6982,5432.2773,5590.9754,187.4621,12.2347,1039.9175,190.2996,1230.2171,118.1915,1.4533,115.0572,46.2614,161.3186,16.9472,2.8763,15.399,136.8801,152.2791,36.7865,15.5425,2162.4915,102.6203,2265.1119,209.192,3.6237,1.3717,178.3214,179.6931,38.4077,8.4264,1125.5908,2.7886,1128.3794,152.3321,11.7417,36.4333,684.8808,721.3141,162.9653,0.3728,4.3381,21.1119,25.45,4.1067,14.2083,924.3221,114.4309,1038.7531,126.3794,13.1647,796.4292,543.9431,1340.3723,67.4318
5,2017,5/1/2017,1.3293,3.5727,34.5357,38.1084,15.4815,2.1168,179.8822,54.7823,234.6645,18.8059,2.9632,290.7414,5.3283,296.0698,37.0666,38.5581,3247.542,515.1536,3762.6955,105.1574,8.391,1111.3897,266.6765,1378.0662,102.9042,0.0166,,,,,10.3194,1345.9179,19.5308,1365.4487,59.639,61.0323,6957.5652,905.4677,7863.0329,551.9113,52.0645,9109.5651,357.3418,9466.9069,276.5235,14.0237,1.9633,1317.9627,1319.926,226.9624,2.0352,11.6,33.3333,44.9333,4.2222,0.0131,0.0165,2.7368,2.7533,0.4031,0.5792,29.3596,15.6172,44.9768,8.1787,1.4539,285.2299,0.7779,286.0078,14.5208,1.3785,1.1304,113.0396,114.17,11.8422,0,0,0,0,0,4.2674,70.2722,157.2758,227.548,5.856,23.2377,11.0194,2871.4152,2882.4345,447.2952,0,0,0,0,0,2.4647,193.1928,41.3985,234.5913,17.4793,0.6344,7.1926,30.1627,37.3553,3.7123,1.1303,266.8707,7.7601,274.6308,7.5708,58.4065,10997.117,213.224,11210.341,314.2374,85.7297,197.9329,4548.8149,4746.7478,89.9208,10.2342,1280.4191,90.0357,1370.4549,129.1768,1.22,85.999,52.8866,138.8856,16.5271,2.0245,39.0653,179.0494,218.1147,48.0178,13.8529,2436.3856,106.0283,2542.4139,216.9981,0.2745,0.0912,20.9797,21.0709,3.5574,7.2188,990.4007,107.8563,1098.2569,181.0171,11.0539,181.5934,529.6696,711.263,146.3905,0.3074,3.8725,17.6843,21.5567,3.937,9.37,759.5838,106.9357,866.5194,161.4852,10.0252,720.6645,567.4693,1288.1338,99.7983
6,2017,6/1/2017,1.1238,1.7034,26.829,28.5325,2.5551,1.947,140.2491,51.3517,191.6007,12.5486,2.8557,310.5012,44.3573,354.8585,5.3862,35.12,3524.781,295.964,3820.7451,109.3342,7.6243,1174.7484,63.4541,1238.2025,129.1086,0.0156,,,,,8.92,1438.0356,34.7121,1472.7477,45.8412,54.1,6460.3529,617.3987,7077.7517,506.2973,48.3667,9821.3465,423.2077,10244.5542,621.5627,12.4068,2.0985,1340.8852,1342.9837,221.1851,0,0,0,0,0,0.013,,,,,0.566,,,,,1.3877,288.2204,1.5479,289.7682,18.6809,1.2943,1.3277,127.8481,129.1758,12.7848,0,0,0,0,0,3.8503,6.7115,164.0592,170.7708,2.8338,21.1703,10.6072,2276.161,2286.7682,376.0973,0,0,0,0,0,2.3383,200.239,44.4008,244.6398,25.2475,0.562,0.3774,33.5502,33.9277,8.8069,1.1796,331.9758,16.9946,348.9703,16.7618,57.6867,12308.1713,252.7455,12560.9168,619.2479,81.0627,221.6246,4963.8904,5185.515,116.6741,9.7647,1319.5583,27.0667,1346.625,127.7591,1.2093,79.3003,86.0649,165.3652,18.4425,1.8663,18.0109,138.5456,156.5566,40.871,13.4357,2539.8671,49.5668,2589.4339,227.8735,0,0,0,0,0,7.2084,825.7268,78.7492,904.476,109.5209,8.914,22.363,421.275,443.6381,180.7093,0.2641,3.4409,8.3844,11.8253,4.932,8.8073,750.7331,105.7656,856.4987,124.1384,8.9863,640.8304,387.5265,1028.3569,54.1539
7,2017,7/1/2017,1.0063,2.4537,22.4338,24.8875,11.918,1.8719,270.164,40.1227,310.2867,4.6413,2.74,143.6938,72.8311,216.5249,4.3305,32.1032,3186.1239,308.6721,3494.796,87.7029,7.1468,953.3606,147.0741,1100.4347,132.0518,0.0142,0.2897,,,,7.9516,1348.1702,22.0954,1370.2656,46.9579,50.029,6202.0751,797.2052,6999.2803,558.5358,46.6452,9135.1166,554.7504,9689.8669,676.6403,11.4781,1.5766,978.5638,980.1404,192.1223,0,0,0,0,0,0.0113,,,,,0.5396,,,,,1.3665,270.2776,0.9539,271.2315,11.659,1.2265,1.0691,116.2118,117.2809,10.2266,0,0,0,0,0,0,0,0,0,0,17.8806,27.6634,2010.6531,2038.3165,355.8463,0,0,0,0,0,2.269,128.4954,68.5309,197.0263,24.8424,0.5393,0.6746,32.7059,33.3804,8.1765,1.0929,254.606,1.9877,256.5937,4.4668,56.1484,9566.6711,349.1123,9915.7834,396.1326,75.5419,168.2506,4355.5028,4523.7534,113.6375,9.3781,1177.3105,63.3506,1240.6611,133.8858,1.1132,132.0348,18.98,151.0147,23.5187,2.0068,14.3883,130.1799,144.5682,35.6282,12.5703,2360.6909,46.7891,2407.48,202.578,0,0,0,0,0,7.1234,904.4077,44.6046,949.0123,133.921,8.8697,19.7049,581.816,601.5209,312.3229,0.2672,3.123,11.3467,14.4697,3.9141,8.5361,628.9064,186.5017,815.4081,120.7732,8.3242,749.055,280.4981,1029.5531,65.5593
8,2017,8/1/2017,1.037,0.4883,11.2313,11.7196,20.021,1.8513,182.0777,51.5114,233.5892,4.1318,2.8571,232.9157,53.9033,286.819,37.7102,31.9548,3158.7169,292.8911,3451.6081,118.0576,7.0255,1003.8124,131.5313,1135.3437,134.1924,0.0127,,,,,7.7935,1096.2897,34.678,1130.9677,44.8381,50.4677,5866.9441,637.9156,6504.8598,580.3018,46.5161,8768.122,511.029,9279.151,697.8385,11.4361,1.7327,868.4717,870.2044,194.6415,0,0,0,0,0,0.0123,,,,,0.5593,,,,,1.4197,313.9611,0.5954,314.5565,16.7807,1.1924,1.5819,112.9942,114.5761,10.8474,0,0,0,0,0,0,0,0,0,0,16.2935,14.9282,1807.3014,1822.2296,292.3254,0,0,0,0,0,2.3535,192.2075,39.3152,231.5226,23.5891,0.5222,,24.9836,,5.6213,1.1526,434.4769,2.303,436.7799,37.6458,55.2935,9632.8967,523.5208,10156.4175,338.2444,77.5723,184.8892,3928.1541,4113.0432,97.8121,9.4452,1129.2908,124.2179,1253.5087,130.0777,1.091,118.7101,27.9817,146.6918,19.5024,2.0181,18.0109,110.8365,128.8474,36.7146,12.8482,2340.1358,41.7798,2381.9156,212.7188,0,0,0,0,0,7.0558,792.5489,72.4071,864.9561,118.8529,9.329,69.7799,650.926,720.7059,358.5152,0.2738,5.6069,7.2604,12.8673,4.5894,8.5094,824.2898,104.0758,928.3656,75.9522,8.0081,736.0142,111.7772,847.7914,70.0867
9,2017,9/1/2017,1.1067,0.4842,19.8503,20.3344,22.7552,1.8187,200.3234,31.1989,231.5222,4.6504,2.779,123.401,76.8161,200.2171,6.1914,31.6,3105.2664,428.2852,3533.5516,115.6151,7.2617,875.3208,370.7648,1246.0855,136.9633,0.0143,,,,,9.0733,1384.4722,23.8234,1408.2956,58.087,49.56,5787.7157,467.4212,6255.1369,466.3424,46.9667,9873.2696,242.5684,10115.838,944.8358,11.6997,1.8448,900.471,902.3157,222.5361,0,0,0,0,0,0.0129,0.0174,2.4639,2.4814,0.781,0.5457,,,,,1.459,291.3244,0.5602,291.8846,14.006,1.1679,0.8307,104.9313,105.762,10.9303,0,0,0,0,0,3.2673,13.208,79.2481,92.4561,3.6022,15.946,2.137,1587.5211,1589.6581,300.4578,0,0,0,0,0,2.3528,238.855,27.4241,266.279,14.1544,0.5043,12.711,10.2899,23.0008,4.8423,1.1517,397.4481,2.2637,399.7117,41.7908,58.16,8040.3789,938.0145,8978.3934,307.7417,80.4507,213.5354,4866.3645,5079.8999,137.0656,9.344,1031.6616,165.6642,1197.3258,126.3888,1.038,110.8744,25.9981,136.8725,17.2046,1.794,20.8576,100.6916,121.5492,39.5574,13.0064,2264.2048,31.66,2295.8648,193.8032,0,0,0,0,0,7.021,747.6596,28.3706,776.0301,154.3981,8.5543,10.722,662.5699,673.2919,280.5509,0.2747,4.2301,8.1709,12.401,6.3521,8.298,796.9403,85.9992,882.9394,116.5298,7.9063,780.6441,226.4597,1007.1038,74.9566
